<https://info.internet.org/en/>;rel="original"
,<http://web.archive.org/web/20160210081802/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 08:18:02 GMT"
,<http://web.archive.org/web/20160210081823/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 08:18:23 GMT"
,<http://wayback.archive-it.org/all/20160210082703/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 08:27:03 GMT"
,<http://wayback.archive-it.org/all/20160210093729/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 09:37:29 GMT"
,<http://wayback.archive-it.org/all/20160210093859/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 09:38:59 GMT"
,<http://wayback.archive-it.org/all/20160210093937/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 09:39:37 GMT"
,<http://web.archive.org/web/20160210112302/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 11:23:02 GMT"
,<http://web.archive.org/web/20160210112303/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 11:23:03 GMT"
,<http://web.archive.org/web/20160210112311/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 11:23:11 GMT"
,<http://web.archive.org/web/20160210150444/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 15:04:44 GMT"
,<http://web.archive.org/web/20160210150450/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 15:04:50 GMT"
,<http://web.archive.org/web/20160210150511/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 15:05:11 GMT"
,<http://web.archive.org/web/20160210214239/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 21:42:39 GMT"
,<http://web.archive.org/web/20160210214240/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 21:42:40 GMT"
,<http://web.archive.org/web/20160210214248/http://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 21:42:48 GMT"
,<http://web.archive.org/web/20160210220731/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 22:07:31 GMT"
,<http://web.archive.org/web/20160210220732/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 22:07:32 GMT"
,<http://web.archive.org/web/20160210230156/https://info.internet.org/en>;rel="memento"; datetime="Wed, 10 Feb 2016 23:01:56 GMT"
,<http://web.archive.org/web/20160210230159/https://info.internet.org/en/>;rel="memento"; datetime="Wed, 10 Feb 2016 23:01:59 GMT"
,<http://web.archive.org/web/20160211002235/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 00:22:35 GMT"
,<http://web.archive.org/web/20160211002236/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 00:22:36 GMT"
,<http://web.archive.org/web/20160211002243/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 00:22:43 GMT"
,<http://web.archive.org/web/20160211072251/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 07:22:51 GMT"
,<http://web.archive.org/web/20160211072258/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 07:22:58 GMT"
,<http://web.archive.org/web/20160211072326/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 07:23:26 GMT"
,<http://web.archive.org/web/20160211094827/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 09:48:27 GMT"
,<http://web.archive.org/web/20160211094828/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 09:48:28 GMT"
,<http://web.archive.org/web/20160211094838/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 09:48:38 GMT"
,<http://web.archive.org/web/20160211150524/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 15:05:24 GMT"
,<http://web.archive.org/web/20160211150525/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 15:05:25 GMT"
,<http://web.archive.org/web/20160211150532/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 15:05:32 GMT"
,<http://web.archive.org/web/20160211164853/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 16:48:53 GMT"
,<http://web.archive.org/web/20160211164855/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 16:48:55 GMT"
,<http://web.archive.org/web/20160211164901/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 16:49:01 GMT"
,<http://web.archive.org/web/20160211201554/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 20:15:54 GMT"
,<http://web.archive.org/web/20160211201555/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 20:15:55 GMT"
,<http://web.archive.org/web/20160211201610/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 20:16:10 GMT"
,<http://web.archive.org/web/20160211210221/https://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 21:02:21 GMT"
,<http://web.archive.org/web/20160211210222/https://info.internet.org/en/>;rel="memento"; datetime="Thu, 11 Feb 2016 21:02:22 GMT"
,<http://web.archive.org/web/20160211210229/http://info.internet.org/en>;rel="memento"; datetime="Thu, 11 Feb 2016 21:02:29 GMT"
,<http://web.archive.org/web/20160212051726/https://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 05:17:26 GMT"
,<http://web.archive.org/web/20160212051728/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 12 Feb 2016 05:17:28 GMT"
,<http://web.archive.org/web/20160212051751/http://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 05:17:51 GMT"
,<http://web.archive.org/web/20160212143731/https://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 14:37:31 GMT"
,<http://web.archive.org/web/20160212143732/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 12 Feb 2016 14:37:32 GMT"
,<http://web.archive.org/web/20160212143739/http://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 14:37:39 GMT"
,<http://web.archive.org/web/20160212154358/https://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 15:43:58 GMT"
,<http://web.archive.org/web/20160212154359/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 12 Feb 2016 15:43:59 GMT"
,<http://web.archive.org/web/20160212192341/https://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 19:23:41 GMT"
,<http://web.archive.org/web/20160212192342/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 12 Feb 2016 19:23:42 GMT"
,<http://web.archive.org/web/20160212192348/http://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 19:23:48 GMT"
,<http://web.archive.org/web/20160212201814/https://info.internet.org/en>;rel="memento"; datetime="Fri, 12 Feb 2016 20:18:14 GMT"
,<http://web.archive.org/web/20160212201815/https://info.internet.org/en/>;rel="memento"; datetime="Fri, 12 Feb 2016 20:18:15 GMT"
,<http://web.archive.org/web/20160212201822/http://info.internet.org/en>;rel="memento last"; datetime="Fri, 12 Feb 2016 20:18:22 GMT"
 , <http://mementoproxy.cs.odu.edu/aggr/timegate/https://info.internet.org/en/>;rel="timegate"
 , <http://mementoproxy.cs.odu.edu/aggr/timemap/link/1/https://info.internet.org/en/>;rel="self"; type="application/link-format"; from ="Sat, 28 Nov 2015 01:24:59 GMT";until="Fri, 12 Feb 2016 20:18:22 GMT"
